Computing ID,GPA,Class Year,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
oae3sy,3.39,1,CPE,4,3,0,5,5
ifv4te,3.23,1,CS,3,1,5,5,4
kls5jn,2.69,3,CS,1,2,3,4,3
fdd4kf,3.6,3,ECE,3,4,0,2,4
hoi0hy,3,4,CS,0,2,4,4,1
yqm3tp,2.58,4,CPE,3,4,3,1,5
wif9kp,3.03,2,CPE,2,1,2,3,3
nls1ww,3.8,1,CS,5,5,3,4,5
vsr2ed,3.54,3,MAE,1,1,5,3,4
ahn1ms,3.06,3,MAE,3,5,1,5,0
wff7dv,3.06,1,CHE,0,5,5,1,0
auo8jj,3.07,4,CS,5,1,5,2,3
jfg4bx,4,2,MAE,1,2,1,3,3
pvc7pq,3.35,4,CS,0,0,3,1,3
cql0uv,3.37,3,CS,4,2,4,3,0
nqk2oc,3.61,2,CPE,2,2,1,4,4
ncu2ke,3.3,3,SYS,4,3,1,1,3
fzj4tl,3.1,4,CS,2,3,2,4,0
hkd2sz,3.12,2,ECE,3,2,3,0,3
yhw5gk,3.17,2,CS,1,4,1,1,3
yje4ci,3.19,4,CHE,3,5,4,3,5
rwz2ln,3.49,4,SYS,2,3,0,0,3
fmt5uj,3.22,3,MSE,2,2,3,4,0
ybi7pd,3.49,4,CHE,2,0,2,4,4
zzp4jg,3.17,2,ECE,5,4,5,3,0
fdy3yx,3.23,4,CS,0,1,1,0,0
tof1an,2.4,1,CPE,1,2,4,5,3
tfl5qr,3.57,2,ECE,3,2,3,2,5
ndo7sr,3.34,1,ECE,3,5,4,3,2
kwu2cs,3.6,1,ECE,4,4,4,4,2
cqt4dj,2.04,3,SYS,2,3,5,1,2
xos3rk,4,3,MAE,2,3,2,0,0
ila7bf,3.14,1,ECE,2,3,3,5,3
pzc0dz,3.64,1,ECE,3,1,1,2,2
bmj7vg,2.78,3,CS,4,4,2,1,1
wsl8jm,3.45,4,CS,0,4,1,0,1
upw2fc,2.78,3,CPE,5,3,0,5,1
tdf0bn,2.95,4,ECE,1,3,4,3,4
ojj8vz,3.97,3,SYS,0,5,0,5,3
vso1od,3.12,1,CPE,3,0,4,3,0
cxd4ah,3.29,2,CS,5,0,5,0,0
czk8qo,3.55,3,ECE,5,2,2,5,3
mmg4og,3.4,3,CS,5,2,1,2,5
rhx6ra,3.26,2,CS,2,4,5,5,5
cvk0gb,3.35,3,CS,1,4,1,0,4
jci1mo,4,4,CS,3,1,2,1,3
iwj2cj,3.18,1,CHE,3,1,3,1,5
hhu5pp,3.28,4,MAE,5,0,0,5,4
apc1nr,3.62,4,CS,3,2,0,5,2
tct0ad,3.64,1,CS,1,0,1,3,2
rvs5ga,3.67,3,CPE,1,0,1,0,4
lia5et,3.46,4,SYS,4,2,1,3,3
scy1dd,2.74,2,CS,4,1,2,2,2
cyt6ke,3.85,3,CS,0,5,3,1,3
jxf4yu,2.74,1,CS,1,5,0,4,5
jck2ki,3.32,2,CS,1,5,5,4,2
nth5va,2.9,4,CS,1,2,4,0,5
fvg8oh,3.17,3,MAE,4,3,2,0,3
oik9hg,3.33,2,CS,5,3,0,4,3
loe2df,3.33,1,ECE,5,3,3,0,1
wds7zm,3.37,3,MAE,3,4,2,1,4
keo3yk,3.85,3,ECE,5,1,5,2,0
nlr5ht,3.38,2,ECE,2,1,0,2,4
qjx3aj,3.1,1,CPE,4,4,2,3,3
yiq1ql,3.59,2,ECE,1,0,0,1,3
mzp5dy,3.68,1,MSE,5,5,0,0,4
cws8hk,2.71,4,CHE,4,3,3,0,3
imw4ud,3.44,1,SYS,5,5,4,3,5
gdy7ek,3.48,1,ECE,0,3,3,3,2
gtr4lh,3.08,4,MSE,1,5,0,0,3
udq9bc,3.75,3,CS,0,0,2,0,4
ylv5lj,3.14,4,MSE,1,5,5,1,4
aqk7ns,3.25,1,CS,4,5,3,3,4
yez8zi,3.13,2,CPE,3,2,4,1,1
dbp2gg,3.21,3,CPE,5,5,0,5,5
hxm5tj,2.76,2,CS,5,2,5,0,5
pja3rv,2.62,2,MSE,2,1,3,4,1
lur8py,3.84,2,MAE,0,4,3,4,5
mkj8sl,2.86,2,CS,5,5,3,5,1
spf2as,2.8,1,MSE,4,1,3,0,5
fqg3dw,2.34,1,CS,3,2,5,3,1
jne8kt,2.94,4,CS,4,5,2,4,1
tfi4oj,2.67,2,MAE,0,5,4,3,5
nzw7ly,3.86,2,MAE,2,0,4,4,1
qoc4vk,3.6,2,MAE,5,1,0,3,5
tvo3ok,2.92,3,MSE,4,3,1,4,1
dvc9dc,4,3,CS,1,3,2,3,4
bme4vv,3.59,3,SYS,3,0,0,5,0
ete7wc,3.07,3,ECE,4,2,0,1,5
vvs5pj,2.2,1,CPE,3,3,3,3,1
gks3pw,4,3,MAE,5,3,1,1,4
brm3ur,2.64,4,CS,1,4,1,1,0
sma3zt,2.54,3,MSE,2,1,2,0,1
mvt7la,3.61,2,CS,2,2,1,5,0
gny0fh,4,2,CS,1,5,0,1,5
cuh0un,3.75,4,CS,3,1,1,2,0
pcf2gc,3.43,3,CPE,5,2,1,1,2
boi9ix,3.44,2,ECE,4,3,4,3,3
ukz2he,3.54,1,CS,1,4,0,1,2
azn8pd,3.5,4,CS,0,1,5,3,5
ydn0ec,3.31,4,CHE,3,3,1,3,5
ycr5py,3.24,4,MAE,2,2,1,2,0
whp2ip,3.17,3,CS,1,1,3,1,4
tpz4nn,2.9,1,ECE,2,5,1,1,1
kcw4is,3.09,3,CHE,3,1,1,4,3
tvu9gh,2.52,3,CS,2,3,4,4,1
twt5cs,3.16,4,CS,1,1,0,0,4
bdl9rn,2.8,1,ECE,3,5,2,3,5
xng8ee,2.76,1,CS,0,4,0,2,3
fwu8yl,3.27,2,CS,1,4,3,4,2
mua2ji,3.76,4,MAE,4,3,0,1,5
euz1yp,3.57,2,CS,5,2,1,0,5
ker1mc,2.57,4,ECE,1,3,3,2,0
zqm1mk,2.8,3,CS,3,4,0,5,4
tvz5wg,3.58,3,MSE,5,0,3,1,0
iep2gj,2.81,3,SYS,1,0,2,1,0
llt0ap,3.11,1,CS,0,1,0,5,1
keu8ck,3.42,4,CS,0,5,5,3,5
ifr5fc,2.81,3,ECE,4,1,1,3,4
myw2xl,3.24,1,SYS,2,0,3,4,0
xvh7eb,2.67,3,MSE,5,4,5,4,2
vwx9sb,2.96,1,CPE,3,1,5,1,3
vtc5ku,3.33,4,CS,3,3,4,1,4
tlr1bl,2.56,4,ECE,2,5,3,4,1
hdc8ms,3.38,1,CPE,0,3,5,5,4
bpe5wd,3.19,2,CS,0,5,4,4,5
eib7yi,3.42,1,CHE,1,4,5,1,1
eak1jp,3.29,4,ECE,4,1,1,2,3
gpx3iy,3.75,1,CS,5,5,2,1,2
iqs2sd,3.25,3,MAE,4,3,4,2,0
jnx9iv,3.03,1,CHE,4,1,2,2,4
mzx8ni,3.25,4,SYS,1,1,3,1,1
gzf3am,3.42,3,CPE,4,3,1,0,3
evt2ps,3.22,3,CS,2,0,4,4,0
rjl1gw,3.22,1,MSE,1,5,3,3,3
vqu3ho,2.92,3,CPE,2,3,5,1,2
nml3yy,2.93,3,ECE,1,4,0,2,0
cgr2qb,2.64,2,SYS,4,2,3,1,0
jqs3rg,3.9,4,ECE,2,3,2,4,0
kvf1jh,2.7,4,MAE,2,1,1,5,1
hpv9nq,2.92,2,CPE,2,1,1,2,0
qyq0ol,2.91,3,MAE,1,3,3,3,3
tww3bv,3.56,2,SYS,3,2,5,3,1
aho3cm,3.08,3,CS,4,3,0,3,0
uol9nu,3.7,3,CHE,2,2,2,5,3
hwp4nl,2.93,4,CS,5,2,3,0,3
xht5jr,3.31,2,CS,3,4,3,2,4
ycs9zp,2.87,1,CPE,5,5,1,5,3
jro2zy,4,1,CS,4,1,2,2,5
dpn8nd,2.72,3,MAE,4,1,0,5,2
lsc9cv,3.32,4,CS,2,2,1,5,0
btc2ty,3.45,2,MAE,2,1,3,0,0
fdj1js,3.37,1,CHE,1,0,1,2,0
enw5dv,3.13,3,SYS,3,2,1,5,3
zcc1uw,3.15,4,CS,3,1,4,0,3
tth1bb,3.22,1,ECE,2,0,1,1,0
hui5xz,3.14,4,CS,4,4,5,4,5
aax2ao,3.59,3,CS,2,1,1,5,1
vsb5su,4,4,SYS,4,0,5,3,1
emv0rj,2.98,2,ECE,4,3,2,0,2
mwy8ny,2.65,4,CS,2,5,1,0,4
tsc2gt,3.16,1,CPE,0,3,0,5,2
ixv5rn,4,1,CS,3,0,5,0,0
osq6hl,2.88,1,MAE,5,2,5,1,0
oyl0ih,3.86,1,MSE,4,2,3,0,0
oas7zq,3.87,2,SYS,4,1,2,4,4
wrl7cq,2.98,2,CS,0,3,1,4,3
okc6gh,3.43,2,CS,5,2,0,3,4
oor0xk,3.85,1,MAE,1,2,3,1,2
pbb5hj,3.05,1,MAE,0,3,2,4,3
ulz1ko,3.12,1,CS,5,4,5,5,3
xbx7pi,2.97,1,CS,0,2,0,2,2
syw8ho,2.79,2,CHE,4,5,1,2,3
dke3my,2.94,1,MAE,3,0,4,2,1
ari3fc,2.71,3,MAE,0,1,4,5,2
bbb0rf,3.21,1,ECE,1,2,2,0,2
waa8hk,2.89,2,CS,2,5,0,5,1
tvy7jw,3.29,1,MSE,5,5,3,0,4
nar7oi,2.58,3,ECE,0,2,0,2,4
dts5gz,3.33,3,MSE,0,4,5,3,4
yoa0os,3.53,4,CHE,1,0,4,3,3
btm3bq,2.4,3,CHE,3,1,2,0,1
gut7it,3.35,4,MAE,0,2,1,2,2
gkg2rs,3.69,4,MSE,0,1,0,5,2
ufp6rt,2.72,1,CS,3,3,4,3,2
nzj8nr,3.87,1,CS,1,5,3,0,3
diz3sv,3.37,1,CHE,5,5,2,5,3
zer6ob,2.92,2,CPE,5,2,1,2,5
qlk3br,3.18,1,CS,0,2,0,1,4
psf2go,3.42,1,MSE,3,3,3,2,5
xrz0gy,3.23,1,CS,0,4,1,2,5
xmx0qs,3.42,1,ECE,2,2,5,5,3
dyv2zj,2.83,3,CS,5,5,4,5,4
hvv8wy,3.27,1,CHE,4,1,5,4,4
pnn9ld,2.63,2,CS,2,0,4,4,2
imk7zu,3.16,2,CS,0,1,3,5,3
czr6je,2.84,1,CHE,1,4,5,5,4
bxr3oq,2.91,1,CS,5,0,4,1,5
xln3ns,3.69,2,ECE,4,1,2,1,1
vzj3ws,3.64,1,SYS,2,1,3,2,1
xto4sc,3.44,2,ECE,5,3,4,3,3
dpb1vm,2.76,2,CS,3,4,0,1,2
fqr1qv,3.07,2,ECE,1,5,4,2,2
uqb0br,3.69,4,CS,2,3,5,0,4
bzy6is,3.26,1,MSE,3,0,2,4,3
vhk3vp,4,1,CS,0,5,1,3,1
fra2ht,3.36,3,SYS,3,3,1,2,5
cpe0jv,3.28,4,CS,2,4,4,5,4
tsb7iy,3.08,4,MAE,2,2,1,0,5
mfo8dg,3.25,1,CS,0,2,4,4,4
npy2oe,3.14,3,CHE,3,0,2,0,0
jmb5yq,3.48,4,MSE,3,2,1,2,5
tox8ga,3.58,1,MSE,0,3,5,1,3
lvc1up,2.89,3,CHE,3,0,5,4,5
ovz6lb,2.67,4,CHE,5,5,0,0,5
aiv1cw,2.47,1,MSE,0,4,4,1,4
qbe1wa,3.4,3,SYS,1,0,1,3,1
jog2xx,2.76,3,CS,2,5,5,2,0
jln2gj,2.34,4,CPE,1,0,2,2,5
lfn2kx,3.36,3,CS,5,1,2,4,1
hru5ng,4,1,CS,5,1,0,0,2
mmy5gp,3.2,4,CS,4,0,2,3,0
izp9th,3.54,3,MAE,4,2,2,5,0
rfm4hw,3.23,1,CPE,4,1,1,4,4
bra9yw,3.16,1,CS,0,4,4,5,5
ktz5ip,3.57,2,ECE,3,5,3,4,2
hzq2kg,3.08,4,CPE,5,3,2,0,4
dhn8kb,3.31,1,CPE,1,1,2,3,3
gju0sq,3.33,1,CPE,1,0,3,0,1
uct1pz,2.93,2,CS,1,2,2,2,1
noo5ek,3.6,3,CHE,1,3,1,5,4
ndy2pw,3.13,3,CS,4,5,1,1,1
mgv6bz,2.9,2,MSE,1,5,3,2,5
trp0lo,3.41,2,SYS,3,1,5,2,1
atg9lh,2.84,2,CHE,4,5,2,5,5
rfw2sb,3.21,3,CS,1,5,5,4,3
kod9dr,3.2,2,CS,0,2,2,2,2
poy3vx,3.63,1,ECE,2,2,4,3,0
smo3ih,3.39,1,CPE,2,2,2,2,4
ztc1cz,3.19,1,CS,2,0,1,3,4
gla2my,3.53,4,CS,4,5,0,0,5
aqx1le,3.76,4,CS,1,5,0,4,3
icj0kw,3.42,4,ECE,5,5,0,3,3
xqu0iu,3.2,2,CS,5,4,0,2,0
nno4mg,2.68,4,CS,5,2,5,4,2
wzh3fh,2.77,2,CPE,4,3,5,4,4
koq4rx,3.08,3,CS,3,1,2,3,5
eqq6dr,2.96,1,CPE,0,3,5,3,3
sfp7fd,3.13,2,CS,0,0,2,1,4
rdh3yj,3.22,2,ECE,2,0,4,1,5
nhw6kc,3.41,1,ECE,2,5,2,4,1
wfo9cc,3.17,3,SYS,5,3,0,5,4
qyc6qy,3.39,4,CS,5,5,3,5,2
ldb3fj,3.23,3,CS,2,4,3,1,5
jel8ak,2.41,3,CS,1,0,1,2,2
ifk9pg,2.82,2,CPE,3,0,1,0,4
hqv3bd,3.14,2,SYS,3,3,2,4,1
vyl7pf,2.72,2,CS,3,0,3,0,2
noy4nw,3.44,4,CS,3,4,0,1,3
icf3uu,3.81,3,CPE,2,4,5,3,5
ppw3sh,3.69,3,CHE,0,4,0,4,4
nnj6sp,3.11,3,CS,2,1,0,1,1
ehk5bh,3.8,3,CS,3,4,2,2,3
tvj5xy,3.26,2,ECE,2,4,2,4,4
jyo0vg,3.07,1,CS,3,1,4,4,1
ezh0nn,2.95,3,CPE,4,5,0,5,3
maj4bw,3.08,2,CHE,5,2,0,3,2
ypk1lf,3.04,3,CHE,0,0,2,4,4
mkw9mx,3.27,3,CS,4,4,2,3,4
dim7we,3.26,4,SYS,1,0,4,1,2
fvy9du,3.2,4,MAE,2,3,4,2,0
fdu0eh,3.37,4,CPE,1,0,1,2,3
wpq2qo,3.68,1,ECE,2,5,3,4,2
ecn8ln,3.58,1,CS,5,1,0,4,4
lnt4cu,2.61,1,SYS,4,0,0,1,3
ceh4dl,2.18,4,CS,5,0,4,5,3
kzd5gw,3.57,2,CS,3,0,4,5,0
dii1gn,2.65,1,CPE,5,2,1,5,4
htq7tb,3.11,4,MSE,5,2,3,3,1
cxn7uh,2.73,4,SYS,3,3,1,5,0
wim8yo,2.48,2,SYS,2,1,3,2,0
tpq2hl,3.42,4,CS,3,0,5,3,1
ugv6mi,3.5,3,CHE,4,0,0,1,1
dqz2ki,2.97,1,CPE,5,0,1,2,0
nrr7zt,2.16,3,CHE,3,0,4,2,3
xoz1eg,2.98,1,CS,5,2,1,0,2
xtt2kc,3.36,2,CHE,4,5,5,1,2
dwn2is,2.61,3,CPE,1,5,1,1,0
rhn0om,3.27,1,MAE,4,3,0,0,3
meh6cn,3.19,4,ECE,0,4,5,3,1
pfx8bo,3.43,1,CHE,0,1,4,5,5
emr7gq,3.25,1,ECE,0,5,4,5,0
kpz4on,2.81,2,CS,5,0,2,5,4
bvl7lz,3.68,3,MSE,2,5,5,5,3
abk6lq,3.14,1,SYS,2,3,2,5,4
xyr4hi,3.19,3,CS,2,4,2,0,4
bly9ke,2.83,1,ECE,5,5,0,1,0
mzk1lp,3.02,4,ECE,4,3,1,3,3
vjt9fl,2.85,1,MAE,2,2,4,2,4
mlp5qb,3.13,2,CHE,1,4,4,5,3
cgu0zi,3.88,2,SYS,0,3,1,0,2
nne2js,2.65,3,CHE,4,5,4,3,5
aui7sn,2.55,2,CS,0,2,1,3,4
pty9dk,3.79,4,CS,2,3,5,3,4
ejc7bg,3.12,3,CS,4,3,0,0,3
jff5ji,2.93,4,MAE,3,5,0,2,5
hqb3kt,3.62,4,CS,1,4,0,5,2
tzq5eq,2.96,2,CPE,2,2,1,3,4
wfk9pc,3.93,4,CHE,2,0,1,0,0
flq8lb,3.47,3,CS,1,1,3,1,3
sry7yf,3,4,CS,1,4,4,0,3
ftq0lr,4,2,CS,3,2,4,0,4
pto0wj,2.96,3,CS,2,3,3,0,2
bfe4hl,3.5,4,CS,5,2,3,3,4
gmk8st,3.32,3,CS,2,1,0,0,1
ops5el,3.72,2,MSE,0,5,3,1,4
iyu3gu,3.82,4,ECE,4,1,1,3,5
hlx4ns,3.21,2,CS,4,0,2,1,5
dtd9ql,2.9,1,ECE,0,0,1,4,1
ojn3zr,3.38,4,ECE,4,1,3,0,5
sai7tr,2.93,3,CHE,1,4,4,5,5
ome5cn,4,2,CS,4,4,1,5,0
gey6jl,3.25,3,ECE,4,3,4,3,3
dwd9ue,3.05,3,ECE,0,0,1,5,5
cal9mv,3.27,1,ECE,3,3,4,3,3
svm0zt,2.66,1,CHE,4,0,5,0,2
wii0gy,2.81,3,MAE,5,1,1,2,4
iik9qp,3.68,1,MSE,4,4,4,2,0
xdk9hl,2.94,2,CS,3,4,2,1,1
zlt2av,2.78,3,MAE,0,1,0,0,2
bei3eq,3.41,2,MAE,3,3,1,5,0
uvv0sl,3.67,1,MAE,0,3,2,0,0
mzj5lg,3.49,2,CS,1,2,0,4,1
dvt3ke,3.6,1,CS,0,0,1,2,1
rbc2nc,2.9,3,MAE,1,3,2,5,3
ask9pj,2.63,2,CS,1,1,2,2,4
ikv9gq,3.8,3,CS,0,3,5,0,2
aae2br,3.07,4,CHE,5,4,2,5,4
xnd0qx,3.1,4,CS,2,0,5,1,2
kjz6lo,3.73,1,SYS,0,5,3,0,0
dta6eg,3.42,1,MAE,4,2,4,1,5
hrv9rs,3.38,2,CS,5,0,0,5,5
nsc7bp,4,4,ECE,5,4,4,2,1
qnh4jn,2.94,2,CS,4,4,4,4,1
jnd1cq,3.57,1,CS,2,4,5,3,0
wse5kl,3.22,1,CS,5,4,4,2,0
ywl8sr,3.31,2,CS,1,1,2,1,2
rui7bj,3.81,1,SYS,2,2,5,0,0
ull1rl,3.4,4,SYS,4,5,4,5,2
peg9ud,3.42,4,CS,2,4,5,2,4
lxu8wb,3.63,4,CS,0,4,3,4,1
fgb6bi,3.05,1,ECE,2,3,5,5,1
czb8ld,2.86,3,ECE,1,2,1,1,5
svk5dn,2.78,4,CS,0,0,2,5,5
ips4ty,2.41,3,CHE,3,2,0,5,1
nev5zl,4,1,CHE,4,2,1,0,4
tod5iw,2.76,2,MAE,4,5,1,3,4
tzr2fn,3.11,1,SYS,2,2,1,1,3
ngr0yu,3.09,1,MSE,5,5,4,0,2
axd9bq,3.32,4,CS,0,4,5,3,5
mjm5ur,3.53,1,CPE,3,4,5,0,2
pyx0wr,3.54,3,CS,0,1,4,3,5
edg1ey,2.97,3,SYS,4,5,2,3,3
nbq0ix,3.13,3,CS,0,5,4,3,1
uja7uz,3.31,3,MAE,3,0,4,0,2
kbg5aw,3.1,1,CHE,5,3,4,5,5
zoj3kp,3.84,2,CS,2,2,2,3,2
ghs6lp,3.4,3,CS,1,0,2,5,1
lpk8hd,3.49,3,CS,0,5,3,1,0
ica5gi,3.47,4,CS,1,0,3,4,5
dtt3nn,3.67,2,CS,4,1,3,5,0
tja1ph,3.27,2,ECE,2,3,3,4,3
vor4sz,2.68,1,ECE,2,5,5,3,4
owy6hl,3.36,2,CS,0,5,1,4,2
dmt3my,2.94,4,ECE,5,2,1,4,5
gdx5ew,2.99,2,SYS,2,3,3,3,2
umm1hj,3.43,1,CS,0,1,3,5,3
fnu5kg,3.7,4,SYS,0,4,0,3,3
svv8zy,3.21,4,CS,1,0,1,1,2
jll9ae,3.32,2,MSE,2,2,0,2,5
bou3tk,3.88,3,CS,0,5,0,0,1
iuq6fy,3.3,1,ECE,1,4,4,3,1
dmw0qs,4,1,CS,3,1,5,3,4
izt4hn,3.43,1,ECE,1,3,2,4,2
dqd9np,2.5,3,CS,1,0,1,1,2
rlx8gc,3.5,1,CPE,0,2,3,4,5
wyk0di,3.35,1,CS,4,5,3,5,2
ccn4xo,3.72,3,ECE,4,5,2,3,5
qzc1mj,3.47,1,CS,5,4,1,3,2
uml5lf,3.14,2,SYS,4,4,3,4,3
ifd4tn,2.71,4,ECE,1,0,3,3,0
gjp1ax,3.12,2,CS,5,3,4,5,2
civ4xk,2.86,2,MAE,0,1,0,2,0
yir3tt,2.97,4,ECE,2,3,3,0,1
isu1ko,3.44,3,CHE,1,3,5,0,4
ljc0vt,3.87,2,CPE,1,3,1,0,1
hbm6zd,3.36,1,ECE,5,0,5,2,2
orr5tg,2.72,4,CS,0,0,2,3,5
vta6uj,3.38,2,CPE,3,1,4,4,1
zrb5fc,3.68,3,CS,1,3,1,1,3
jrc2go,2.96,1,CPE,3,0,4,3,0
ahe1wy,3.15,3,CS,3,1,0,2,5
alp5sk,3.21,1,CS,4,5,3,5,5
tpb6bv,2.89,4,ECE,0,1,1,2,2
rqw3vt,3.46,2,MAE,3,3,2,0,3
mua0bw,3.15,1,CHE,0,2,0,3,0
ajr4fq,3.37,2,CS,4,3,0,0,3
qxz5yr,2.85,4,SYS,0,2,4,1,1
dty6sa,3.03,2,CHE,1,1,0,5,2
rtn4gi,3.49,4,CS,3,5,1,0,5
umt5sw,3.05,2,CS,0,5,4,1,5
wme8mm,3.89,2,CS,2,0,0,2,1
syz6wr,3.04,3,CS,0,5,2,0,5
ybq9pk,3.29,3,CS,3,4,5,0,4
nef9gf,3.57,3,ECE,4,1,1,4,2
gur5yo,2.63,2,CHE,4,0,2,5,1
ubp6br,2.5,3,ECE,3,5,2,5,2
ldq1ut,2.59,4,CS,1,1,4,2,0
fqk2yn,3.71,1,CS,1,3,3,4,2
qvf7za,2.98,2,MAE,4,5,4,1,2
pqa0ia,4,2,CPE,4,2,1,1,0
hhu0md,2.97,3,CS,3,1,1,2,1
lkm6aq,3.27,1,CPE,1,0,4,5,2
rfd1ss,3.82,3,ECE,4,3,3,1,3
qql6ah,4,1,CS,1,4,4,2,2
wmt2rh,4,3,CS,4,3,1,1,1
hip0va,3.68,2,CS,0,5,3,3,5
olm0il,3.61,1,MAE,2,2,1,0,0
liq7tl,3.44,2,CPE,5,3,3,5,5
okg5mu,3.51,1,CHE,0,4,3,3,1
kem2zn,2.98,3,CS,5,0,4,2,4
rsz1vw,2.87,1,CS,4,1,4,2,5
upm4au,3.2,4,CHE,2,2,4,3,2
dju1yj,3.13,2,MSE,2,4,3,0,2
twc1pp,3.02,3,CHE,4,5,3,0,0
rbm2wy,3.48,2,CHE,4,5,1,4,2
zyb7hu,3.58,4,SYS,1,5,2,1,3
shw4qb,3.24,3,CPE,4,2,4,4,3
kge8xi,3.79,1,CPE,3,3,5,0,5
lca7lc,2.74,1,CPE,4,2,1,3,1
ixd2tr,3.12,4,CPE,3,5,1,1,0
iqd9fv,2.91,1,CS,4,4,0,3,4
rxj5cs,2.45,4,CS,1,1,4,4,5
yvz2aa,3.17,2,MAE,3,1,1,2,1
xbe2ny,3.15,1,CS,0,2,0,3,0
olu8ln,3.81,2,SYS,3,5,5,4,0
cfo7gi,3.45,4,CS,1,0,5,4,5
dcc8ll,2.79,3,CS,5,2,4,4,1
nmy3aa,3.94,2,CPE,3,5,3,2,1
ssf1ek,3.69,1,CS,4,3,0,2,2
hwe6xk,3.43,4,CS,4,1,3,2,4
qjw3dt,3.11,2,SYS,5,1,5,1,3
vnb8of,2.82,3,CPE,1,1,5,2,2
umn9cu,3.05,3,CS,2,0,2,2,0
hun4st,3.64,2,CS,4,5,2,2,4
awb1ix,3.95,1,CS,0,5,2,3,4
aas9hi,3.82,1,CPE,1,5,2,2,1
qfs4ab,3,3,CS,3,5,1,1,4
mpe4uz,2.75,4,CPE,3,0,2,4,5
umu3ew,3.26,4,ECE,0,4,1,3,4
xdi4mc,2.49,3,CS,4,2,1,0,0
ujg3ix,3.33,4,CS,1,2,4,2,5
fku8jr,3.14,1,SYS,0,5,1,4,5
oat7wx,3.01,2,CS,4,3,1,4,2
tkc0io,2.56,2,ECE,1,1,2,3,4
iqs9tm,3.41,4,SYS,3,0,1,0,1
oth1kj,2.99,3,ECE,1,3,3,5,2
ucw9tc,2.73,3,CPE,5,3,2,1,1
rpb1cx,2.05,2,CS,2,5,0,5,4
xfx4at,3.19,2,CS,1,0,2,4,2
dji4gc,3.91,1,CS,2,2,1,5,4
qow9ib,3.86,3,CS,1,1,3,4,0
kbl9je,3.02,2,MAE,2,2,2,5,2
msp0fv,2.96,2,ECE,5,3,3,4,1
dwn3gc,3.39,1,ECE,3,1,0,4,0
xum7rr,2.8,1,CS,4,4,5,3,3
yfh8xc,3.32,2,CS,2,3,0,0,1
ice8st,3.51,4,CS,5,2,5,4,4
grc9ti,3.69,1,MAE,2,2,4,1,1
hex9ic,3.16,3,MSE,3,5,5,1,3
afh9us,3.12,2,CHE,2,2,4,2,1
ouw2dx,2.85,2,CHE,5,0,2,4,0
pce8jl,2.87,1,CS,5,3,4,4,5
gvb3cd,3.11,1,CS,0,1,3,4,1
cxy2fh,3.35,2,CS,3,2,4,5,2
rxb5zh,3.57,4,CS,0,5,3,4,3
mqm5al,2.88,2,SYS,3,5,5,4,1
mqz4mn,3.8,2,CHE,2,2,5,1,3
yre2oi,3.09,2,CHE,5,0,5,0,5
sup1nj,3.19,1,CS,0,5,4,0,0
yhf1xm,2.9,3,MSE,2,1,5,2,2
vbj2pn,2.23,3,CPE,5,3,4,1,4
nik6ji,3.55,2,CS,3,4,4,4,1
cdv2fd,3.49,3,CS,5,0,1,0,0
icw8la,3.09,3,CHE,2,5,1,3,3
lhr9hp,3.23,4,CS,0,3,4,3,5
pkk7tl,3.41,1,CPE,0,4,3,3,3
qls1lw,2.57,1,CHE,5,2,2,4,5
hhr8kd,2.99,3,SYS,2,2,0,4,5
boe2uq,3.52,1,CS,1,1,1,2,0
pmn4ql,2.7,4,MAE,3,4,4,2,1
wod2kl,3.32,1,MAE,3,2,0,2,4
knp3dy,2.66,2,SYS,2,2,1,5,1
mdb9pq,3.39,2,CS,1,5,2,3,2
lby3ld,3.19,1,SYS,0,1,3,4,1
tzs2xm,2.55,1,CPE,4,3,4,3,5
cvf3sj,3.67,3,ECE,4,2,2,2,5
hfr2pd,2.91,3,CS,2,0,1,4,2
xmz3cy,2.88,2,CS,1,0,4,1,3
mgu7qc,3.28,1,CHE,1,3,0,0,5
jpl7ci,3.66,3,CHE,3,4,5,0,2
roc7fr,2.79,3,MSE,0,1,3,2,5
tbz5ps,3.22,4,CS,5,5,1,3,4
ghk8mc,3.37,3,ECE,1,0,3,1,5
iak3zx,3.48,2,CPE,5,0,4,4,0
xsd3dm,3.27,1,CPE,4,3,5,3,2
lfq7ms,3.05,4,CS,5,4,2,2,1
fvn9zl,2.87,3,CHE,0,4,3,3,2
mrt1xh,3.23,2,ECE,0,3,0,2,3
obz7bi,2.77,2,MAE,5,0,1,5,5
qsv0no,2.03,4,ECE,2,1,0,0,2
aoz5fb,3.37,1,ECE,1,0,3,0,4
wdi8lg,3.56,1,CPE,2,4,5,3,2
sre2dh,2.25,1,CS,5,5,2,1,4
iqm9rd,2.8,1,CS,1,0,2,4,5
uzi4ws,3.45,2,MSE,3,1,0,2,1
tnp6am,4,2,ECE,2,2,4,4,5
cnd1yr,3.21,3,MSE,2,0,4,0,3
dbg4eb,2.91,1,CS,5,3,5,1,0
tqs0wq,3.13,3,SYS,4,2,2,1,1
cjn9oy,3.75,4,CS,5,3,0,4,1
xnd3uf,2.94,4,CPE,2,3,0,0,0
hlp3xc,2.88,1,ECE,1,3,0,4,2
rpr0bi,3.01,2,CS,4,0,3,3,5
cpp6ik,2.82,2,ECE,5,4,5,1,2
wvu5ba,3.25,4,ECE,5,2,4,1,2
