Computing ID,GPA,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
lik1zn,4,MAE,2,3,5,3,1
urs1df,2.64,CS,1,1,5,1,4
dst9ty,2.54,MSE,2,2,4,5,1
jci1mo,3.61,CS,2,4,2,2,3
rzp3sp,4,CS,1,5,4,2,1
kve7vz,3.75,CS,3,4,1,2,2
ucd8ou,3.43,CPE,1,5,5,4,5
ofc9py,3.44,ECE,5,1,2,2,2
oih9jl,3.54,CS,5,5,5,5,2
wuh2kp,3.5,CS,3,2,5,3,0
erq5ny,3.31,CHE,2,5,4,5,2
pfz9nt,3.24,MAE,3,3,2,2,1
oad3fh,3.17,CS,5,2,2,3,5
dwn3gc,2.9,ECE,3,1,5,1,4
bcg3ki,3.09,CHE,1,2,2,1,2
ysk6sj,2.52,CS,3,3,2,5,1
auo8jj,3.16,CS,2,1,4,3,0
jan9um,2.8,ECE,1,4,3,5,0
fii0fk,2.76,CS,4,3,1,3,4
lnn1vi,3.27,CS,5,1,3,3,4
yvr8wt,3.76,MAE,5,5,2,5,1
rdk4sn,3.57,CS,3,2,5,3,4
mad2qx,2.57,ECE,1,1,1,2,4
rdb1ct,2.8,CS,4,2,1,3,0
rjw0iu,3.58,MSE,1,5,5,3,1
col4cc,2.81,SYS,5,1,1,5,5
ogh5uk,3.11,CS,1,4,5,1,4
sse9ka,3.42,CS,4,3,1,4,1
tej2fe,2.81,ECE,3,1,3,3,2
qht9oe,3.24,SYS,2,5,1,4,0
pwx7ai,2.67,MSE,1,1,4,3,5
rgp2au,2.96,CPE,2,2,5,5,0
ykb9hy,3.33,CS,5,1,1,5,0
tpg9pp,2.56,ECE,3,4,5,3,3
yxu5rw,3.38,CPE,3,1,4,5,1
wci0rt,3.19,CS,1,3,1,5,2
waj1ga,3.42,CHE,3,1,1,3,4
fcx3to,3.29,ECE,1,2,4,1,2
mvo9md,3.75,CS,1,1,4,3,1
dgk6qm,3.25,MAE,2,4,4,1,0
yre9mh,3.03,CHE,3,5,5,5,3
soo1wo,3.25,SYS,1,1,4,1,1
jjb1wb,3.42,CPE,2,1,5,5,5
lwd2hz,3.22,CS,4,3,3,1,5
udj5tp,3.22,MSE,2,4,1,1,1
lll0uo,2.92,CPE,2,5,1,3,4
tqh2lf,2.93,ECE,1,2,2,1,2
ybq9pk,2.64,SYS,5,1,3,5,2
yiq1ql,3.9,ECE,5,5,4,3,4
ory6iu,2.7,MAE,5,2,4,1,3
mru2ex,2.92,CPE,2,4,3,3,0
app5hu,2.91,MAE,1,4,4,4,0
klf6be,3.56,SYS,3,5,2,3,5
uhw2oe,3.08,CS,2,2,5,4,3
plt5gc,3.7,CHE,2,4,1,4,4
bsp8vp,2.93,CS,1,5,3,3,1
gtd4ni,3.31,CS,4,4,1,5,2
jag9rt,2.87,CPE,2,4,5,5,1
yqv1ql,4,CS,4,4,3,5,2
mbn3lq,2.72,MAE,4,3,5,2,1
dtn0ha,3.32,CS,5,2,4,4,4
qko5hz,3.45,MAE,1,5,4,3,4
mqe4sb,3.37,CHE,4,5,4,5,3
lrh5yw,3.13,SYS,1,2,5,5,1
bbc8un,3.15,CS,5,2,5,3,1
jrc2go,3.22,ECE,1,2,5,4,3
aoq0ya,3.14,CS,2,2,1,3,3
djt8ti,3.59,CS,4,1,5,2,4
tjk1pt,4,SYS,1,5,4,2,4
ate8up,2.98,ECE,3,1,2,3,5
xbe2dd,2.65,CS,1,4,5,4,1
rey0bf,3.16,CPE,4,4,2,5,4
tge1eu,4,CS,5,5,4,2,4
wid2lp,2.88,MAE,5,4,5,2,1
bao8cs,3.86,MSE,4,2,1,4,3
amn6mm,3.87,SYS,2,1,1,2,1
wae7by,2.98,CS,2,2,2,2,0
sdw1hx,3.43,CS,5,4,1,4,1
dyv2zj,3.85,MAE,5,1,1,3,0
frm0jr,3.05,MAE,4,2,1,5,1
ssj9ua,3.12,CS,2,5,4,5,0
vbp6fb,2.97,CS,5,2,1,2,0
kjw2ou,2.79,CHE,2,4,3,5,1
eke2pe,2.94,MAE,5,1,5,3,5
goz5wj,2.71,MAE,1,5,1,2,4
rsi2bp,3.21,ECE,3,1,1,5,2
mwv0si,2.89,CS,1,5,1,1,4
aae2br,3.29,MSE,5,1,3,1,0
sri2dd,2.58,ECE,3,4,1,1,1
ply1gn,3.33,MSE,3,5,1,1,1
qki0qi,3.53,CHE,5,3,5,1,1
hhn2uo,2.4,CHE,5,1,3,2,1
vrt4mu,3.35,MAE,2,1,3,4,5
rbc2nc,3.69,MSE,5,2,1,4,2
jbw4xw,2.72,CS,4,5,3,2,3
vuz4xo,3.87,CS,5,3,2,2,0
rso8el,3.37,CHE,4,4,3,3,2
qjq3jv,2.92,CPE,5,2,3,4,4
uly5bd,3.18,CS,2,3,3,1,3
jpw6yj,3.42,MSE,4,5,4,2,3
qzt5bk,3.23,CS,1,3,4,1,1
enk5nb,3.42,ECE,4,1,4,4,2
mot0ez,2.83,CS,2,1,3,5,4
gjs3zi,3.27,CHE,4,2,2,5,1
hzj8fx,2.63,CS,5,5,3,2,1
zxh3td,3.16,CS,5,5,1,3,5
zwn1zb,2.84,CHE,2,3,2,1,0
wus0du,2.91,CS,3,2,4,2,3
hgx3bz,3.69,ECE,5,5,5,3,4
tsr9we,3.64,SYS,1,1,2,1,3
ihr6cl,3.44,ECE,2,3,4,4,2
dwb3zf,2.76,CS,4,4,2,5,0
lvc1up,3.07,ECE,4,1,2,3,1
kaw0xt,3.69,CS,1,2,3,1,0
kaz9rj,3.26,MSE,5,5,1,2,1
koa5mp,4,CS,2,1,5,1,0
ljm8jq,3.36,SYS,1,4,4,2,1
kda9ho,3.28,CS,5,4,2,5,3
ouf8ga,3.08,MAE,2,2,5,5,3
cal9mv,3.25,CS,4,1,2,1,3
ilj2yi,3.14,CHE,2,3,1,1,3
otn6ip,3.48,MSE,3,1,5,2,0
thc1ns,3.58,MSE,2,4,4,2,1
kna3uy,2.89,CHE,3,2,2,3,3
nxj5ma,2.67,CHE,2,2,1,3,0
hra1zy,2.47,MSE,3,3,5,3,1
nqs9py,3.4,SYS,4,2,2,1,0
pka3by,2.76,CS,5,2,2,3,5
vru2pr,2.34,CPE,3,2,4,1,3
qyx7an,3.36,CS,3,2,1,5,2
thu6se,4,CS,4,2,3,4,0
cat4ca,3.2,CS,3,4,2,5,3
ebq3lf,3.54,MAE,1,1,5,1,4
pvd4io,3.23,CPE,4,5,4,1,1
emo2fv,3.16,CS,1,2,4,4,5
otm1rm,3.57,ECE,4,5,2,2,3
qts2hp,3.08,CPE,3,5,2,2,4
cql1he,3.31,CPE,1,4,2,2,0
fvm7wz,3.33,CPE,3,2,3,3,0
zqs2oh,2.93,CS,4,5,2,2,4
eol4uc,3.6,CHE,3,2,1,3,5
yue4sd,3.13,CS,1,3,5,3,4
vzf1ix,2.9,MSE,1,3,2,2,1
oeh1dn,3.41,SYS,3,3,3,2,0
qck5eo,2.84,CHE,2,5,5,4,4
xyk8ge,3.21,CS,4,3,4,4,2
kwj5ol,3.2,CS,4,4,2,3,2
bts2vy,3.63,ECE,3,4,5,4,4
nqy5nh,3.39,CPE,2,5,4,3,1
yyo3aw,3.19,CS,1,2,3,1,0
roj1ji,3.53,CS,5,1,1,3,2
ghw6mp,3.76,CS,5,2,2,3,4
jny9zz,3.42,ECE,3,2,1,4,4
vqz3jb,3.2,CS,2,2,3,1,3
bny0cf,2.68,CS,2,2,5,5,4
cta4nn,2.77,CPE,4,1,5,5,1
zcu5my,3.08,CS,1,3,3,5,2
vfx4at,2.96,CPE,2,2,3,1,3
vch7ra,3.13,CS,5,4,2,2,2
xxw2vi,3.22,ECE,1,5,4,1,2
bid4lt,3.41,ECE,1,5,1,4,1
psu2fo,3.17,SYS,3,4,1,3,4
ntx0de,3.39,CS,2,2,5,3,1
mga6gz,3.23,CS,3,1,5,4,4
jmb5yq,2.41,CS,2,3,2,4,3
ola6nx,2.82,CPE,4,5,3,3,1
rxp5pv,3.14,SYS,3,3,1,2,1
qzi5db,2.72,CS,3,1,2,2,5
syc6ux,3.44,CS,5,5,5,2,0
piy1zc,3.81,CPE,3,3,5,4,1
ekl7ov,3.69,CHE,2,1,1,3,5
lpp5mt,3.11,CS,5,3,5,3,0
hru6ao,3.8,CS,3,2,5,3,4
sxy4al,3.26,ECE,3,1,4,1,4
jkq8gz,3.07,CS,4,3,3,1,4
rav8jo,2.95,CPE,3,2,5,5,5
yfj7qs,3.08,CHE,1,2,4,1,5
nxq9fu,3.04,CHE,5,1,2,2,0
vpc4ua,3.27,CS,1,4,5,2,4
psw6ls,3.26,SYS,5,5,2,2,2
nmr6hz,3.2,MAE,4,1,5,2,1
arp8to,3.37,CPE,3,2,1,5,5
klk0ij,3.68,ECE,3,2,4,2,5
vil2ql,3.58,CS,3,1,4,4,5
chz5wy,2.61,SYS,5,4,1,4,0
sjg4sc,2.18,CS,3,5,3,4,4
glj7rm,3.57,CS,1,3,4,1,2
veu4pq,2.65,CPE,3,1,2,3,1
idj7py,3.11,MSE,4,5,4,5,1
ycd1iu,2.73,SYS,1,5,3,4,4
idx0hz,2.48,SYS,3,2,2,4,2
jlk7au,3.42,CS,3,3,2,2,0
rkx3ff,3.5,CHE,2,1,1,4,5
gkl7jy,2.97,CPE,5,2,5,2,5
koa3ln,2.16,CHE,1,2,1,2,4
hbm3vb,2.98,CS,2,4,5,3,1
tjs5sq,3.36,CHE,4,5,1,1,5
cay9ou,2.61,CPE,5,1,5,2,1
qod6as,3.27,MAE,1,1,4,2,1
lkl6ie,3.19,ECE,3,1,2,3,4
ywn8eo,3.43,CHE,1,2,5,2,3
upw2hm,3.25,ECE,3,4,4,5,3
vdm9vq,2.81,CS,5,3,3,1,3
ehg2xf,3.68,MSE,3,2,1,5,2
xvx0kk,3.14,SYS,4,3,3,4,4
oqd7hc,3.19,CS,3,4,4,1,1
bqx2va,2.83,ECE,4,5,3,4,5
fcb9bl,3.02,ECE,5,1,3,2,2
ibc8ds,2.85,MAE,5,3,4,3,3
bbb0rf,3.13,CHE,1,2,2,5,0
pgo0ja,3.88,SYS,4,3,5,4,2
idd6ej,2.65,CHE,4,5,1,2,2
bts9eq,2.55,CS,2,1,5,5,4
qzc1mj,3.79,CS,2,3,1,5,5
upm4au,3.12,CS,2,5,5,4,2
hzf9xh,2.93,MAE,3,2,3,2,5
bsk6qx,3.62,CS,2,4,2,3,4
dlp8px,2.96,CPE,4,2,3,4,0
lue1hp,3.93,CHE,3,1,2,5,1
rwx5wh,3.47,CS,5,2,4,5,1
rkv6fv,3,CS,1,2,1,1,3
mkt3xp,4,CS,2,2,1,2,3
gsm2cn,2.96,CS,5,2,4,1,0
szp8dx,3.5,CS,4,1,5,3,1
xcs3ur,3.32,CS,1,5,4,4,3
qko8mb,3.72,MSE,5,3,4,5,5
qit4ek,3.82,ECE,1,4,2,2,2
rai8mf,3.21,CS,2,3,4,5,4
hiz9uh,2.9,ECE,4,3,1,1,3
csb1ng,3.38,ECE,1,4,3,1,0
fqi0gu,2.93,CHE,5,1,2,4,1
oqi9jp,4,CS,2,4,2,2,0
egb7ax,3.25,ECE,2,1,5,2,4
gut7it,3.05,ECE,5,3,3,4,4
art0vt,3.27,ECE,5,1,2,1,0
cvy6xp,2.66,CHE,1,5,4,1,3
rzi9qx,2.81,MAE,3,4,2,1,3
rtf7dr,3.68,MSE,2,5,2,5,1
isq2fu,2.94,CS,1,3,2,3,5
eyv5wf,2.78,MAE,5,4,5,1,1
ilk6dp,3.41,MAE,1,3,2,3,2
qqd4km,3.67,MAE,5,5,2,3,5
fvc1qi,3.49,CS,4,3,5,2,2
tmt8ef,3.6,CS,5,4,3,4,1
kyf7kr,2.9,MAE,5,4,1,5,5
glp4vz,2.63,CS,5,3,5,3,5
njq4vr,3.8,CS,3,4,5,5,2
ufs8ot,3.07,CHE,5,4,2,2,0
jff1ti,3.1,CS,2,3,2,1,3
aqe0iu,3.73,SYS,2,5,1,3,5
lwt8kr,3.42,MAE,1,4,2,4,5
gka3px,3.38,CS,3,4,4,2,2
fiv3fn,4,ECE,1,4,2,5,5
uqz0tz,2.94,CS,2,4,2,1,2
cjz8vg,3.57,CS,2,3,4,5,0
lzg6lj,3.22,CS,4,5,1,4,5
ilp0xd,3.31,CS,5,5,4,3,4
yav7et,3.81,SYS,2,1,5,4,1
gxi5rp,3.4,SYS,1,4,4,5,0
amh3ak,3.42,CS,1,4,3,5,4
nfe1wz,3.63,CS,5,1,5,4,0
phg4sl,3.05,ECE,5,5,2,4,3
dqq5iy,2.86,ECE,4,2,5,4,0
lzg4wy,2.78,CS,3,2,1,1,0
ryq6vf,2.41,CHE,1,5,1,5,3
jel8ak,4,CHE,5,4,4,2,5
cws8hk,2.76,MAE,1,2,5,1,1
yjn6lb,3.11,SYS,5,3,2,1,4
nlh1sh,3.09,MSE,2,3,1,1,2
fub1nf,3.32,CS,1,1,2,2,1
bye6xm,3.53,CPE,2,5,3,4,0
wyv2ha,3.54,CS,1,5,1,5,2
jew0tv,2.97,SYS,3,2,4,3,3
tsc0ho,3.13,CS,4,4,3,3,1
ebt3lp,3.31,MAE,2,5,5,5,5
xgv3pc,3.1,CHE,5,2,2,2,4
bkt8yt,3.84,CS,3,2,1,3,1
zph9kg,3.4,CS,1,5,3,1,1
vex7km,3.49,CS,2,2,3,3,5
boz8zm,3.47,CS,1,1,1,5,2
lpi8vq,3.67,CS,1,1,5,1,3
ifw2eo,3.27,ECE,1,5,5,3,5
eug1hr,2.68,ECE,4,4,4,5,3
sni6id,3.36,CS,4,1,5,2,5
eut1wr,2.94,ECE,5,1,4,5,1
wix8av,2.99,SYS,2,5,3,2,3
ygs2vc,3.43,CS,3,3,1,1,2
ont2ax,3.7,SYS,3,2,5,5,2
spe8sm,3.21,CS,3,1,4,4,4
wxg1aa,3.32,MSE,1,3,3,4,3
shk5lq,3.88,CS,4,4,5,4,4
nwc9iq,3.3,ECE,2,3,2,4,5
kge6es,4,CS,1,5,3,4,0
dnl5rj,3.43,ECE,4,4,5,2,2
kfh7pd,2.5,CS,4,4,3,5,1
zyy5ee,3.5,CPE,2,3,1,1,2
iap6pz,3.35,CS,2,5,1,4,0
iaf7th,3.72,ECE,2,1,1,4,1
aab0yy,3.47,CS,1,3,2,1,3
dex4td,3.14,SYS,5,1,1,1,3
crr9op,2.71,ECE,2,3,2,4,2
jkb3am,3.12,CS,5,1,1,2,1
tib3vu,2.86,MAE,1,3,3,1,5
axb9re,2.97,ECE,5,4,5,5,1
mzj5lg,3.44,CHE,3,2,5,5,4
etx6rk,3.87,CPE,5,4,1,2,0
icl5fo,3.36,ECE,2,1,5,3,3
dtg7gz,2.72,CS,1,5,1,2,2
ggh1ct,3.38,CPE,2,4,1,4,1
dvd5ma,3.68,CS,3,2,4,3,3
hqv3bd,2.96,CPE,2,1,4,4,2
akk6vb,3.15,CS,2,4,4,5,3
cwt4kl,3.21,CS,2,3,2,1,2
jdx7dy,2.89,ECE,4,5,4,4,3
fdx1ul,3.46,MAE,3,1,1,5,5
pmt9gt,3.15,CHE,2,4,3,2,4
paz9yi,3.37,CS,2,1,4,4,0
nmu4qs,2.85,SYS,2,3,4,5,3
jgj8bu,3.03,CHE,1,2,3,1,0
ndk4xg,3.49,CS,4,4,1,4,3
xrx5fy,3.05,CS,1,1,2,5,1
dqc4pn,3.89,CS,4,1,4,4,4
mfd6nk,3.04,CS,2,1,3,1,5
btb1jn,3.29,CS,3,2,1,4,4
jhe8jn,3.57,ECE,5,1,5,4,0
psa5kl,2.63,CHE,5,5,2,5,1
rxj5cs,2.5,ECE,2,5,3,3,2
sld8sh,2.59,CS,1,1,3,4,4
tgy7ty,3.71,CS,3,5,3,3,5
nds9gz,2.98,MAE,4,4,4,2,1
qrq5td,4,CPE,2,5,5,4,1
mdt3pc,2.97,CS,3,1,2,3,0
awk5kd,3.27,CPE,3,3,1,2,5
lkm6aq,3.82,ECE,4,4,1,5,1
kwp5dm,4,CS,3,2,5,4,1
wif9kp,4,CS,1,1,3,5,2
dob4vd,3.68,CS,1,2,3,2,0
tbc8pm,3.61,MAE,1,3,3,5,0
fui4mt,3.44,CPE,3,2,3,5,5
xsh8ql,3.51,CHE,1,1,3,1,1
tdo3ci,2.98,CS,4,1,5,2,2
bre8mk,2.87,CS,3,3,4,5,3
icd2vt,3.2,CHE,5,1,2,3,4
zrj4tt,3.13,MSE,3,3,3,2,0
fnu8yj,3.02,CHE,4,3,4,1,2
mgm4yl,3.48,CHE,5,1,1,4,5
plw9lb,3.58,SYS,3,5,5,5,2
gur5yo,3.24,CPE,1,3,4,3,1
mkc3fj,3.79,CPE,2,1,3,1,4
eql5lv,2.74,CPE,2,5,3,2,0
gcr1gf,3.12,CPE,1,3,3,5,3
szp5wo,2.91,CS,2,5,4,1,1
tyb3lh,2.45,CS,2,4,3,1,0
xwk5fp,3.17,MAE,1,4,4,3,5
whi8xc,3.15,CS,1,5,3,4,0
bzq7mn,3.81,SYS,3,3,1,4,2
myw2xl,3.45,CS,3,1,1,4,4
fvz9ij,2.79,CS,1,2,2,2,3
cqw7eh,3.94,CPE,4,1,3,1,4
mtf2lp,3.69,CS,2,2,3,2,2
twf3vv,3.43,CS,3,2,4,1,3
pvm2hc,3.11,SYS,2,3,4,3,3
qel0md,2.82,CPE,5,5,3,3,1
vbq5jq,3.05,CS,1,1,2,2,3
esj2ri,3.64,CS,4,5,3,2,0
zaq4pc,3.95,CS,5,4,4,3,4
tns4et,3.82,CPE,5,3,3,5,5
ffg0sm,3,CS,5,3,4,4,5
ocx1vf,2.75,CPE,1,4,3,4,4
yai5vd,3.26,ECE,3,1,5,3,1
uhv8ug,2.49,CS,1,4,4,4,3
lvw0zz,3.33,CS,3,1,2,5,2
epd6wp,3.14,SYS,5,2,5,5,0
vtc1ne,3.01,CS,5,3,3,1,1
zhk9uj,2.56,ECE,4,1,4,2,3
uqp2po,3.41,SYS,3,5,5,4,5
lfq7ms,2.99,ECE,5,5,2,5,2
kus7zx,2.73,CPE,2,3,4,2,3
kaj1pu,2.05,CS,4,4,5,2,1
cfj8ra,3.19,CS,1,4,5,1,2
wma9us,3.91,CS,4,1,5,2,2
jxx5hr,3.86,CS,2,4,1,2,2
viy8qd,3.02,MAE,3,3,3,3,2
qzs4gz,2.96,ECE,1,1,4,1,3
hry2gx,3.39,ECE,1,2,4,1,2
ozz6cq,2.8,CS,3,4,4,4,3
mtk3fj,3.32,CS,4,4,5,2,2
kcz9ab,3.51,CS,5,1,3,4,2
dsq2fv,3.69,MAE,4,5,2,5,1
qex7ud,3.16,MSE,2,4,4,2,3
vuh5gf,3.12,CHE,5,3,3,5,5
tgs0qc,2.85,CHE,4,4,3,3,3
elq5kk,2.87,CS,3,2,1,2,4
ruj3wq,3.11,CS,2,4,4,4,5
cah7le,3.35,CS,2,5,5,4,1
hpg4er,3.57,CS,2,4,3,2,3
nzc2po,2.88,SYS,5,1,3,4,1
zun2wa,3.8,CHE,1,4,2,2,5
xoo5bw,3.09,CHE,5,5,1,1,1
cpe1lp,3.19,CS,4,1,3,4,1
bfa3sm,2.9,MSE,1,3,3,2,0
ehg5qr,2.23,CPE,4,1,5,2,3
wiw7ba,3.55,CS,1,2,5,4,1
ten9uw,3.49,CS,5,1,2,1,0
oib2yb,3.09,CHE,2,3,2,4,0
piv3bk,3.23,CS,3,4,2,2,2
fab6pr,3.41,CPE,2,1,5,1,2
vnp0ch,2.57,CHE,5,1,5,5,5
jeg7he,2.99,SYS,1,1,1,3,3
sex2rg,3.52,CS,2,1,4,4,2
zch6jk,2.7,MAE,5,3,4,2,5
arl6kc,3.32,MAE,4,5,1,1,3
lzm9kt,2.66,SYS,3,5,4,1,5
yii9jj,3.39,CS,2,1,5,5,0
hre0zv,3.19,SYS,1,3,4,4,0
zaf6ra,2.55,CPE,4,3,5,1,3
pus3jt,3.67,ECE,5,1,1,5,5
vvv4ne,2.91,CS,3,2,2,2,5
xkp5do,2.88,CS,1,1,1,5,2
zmh1dy,3.28,CHE,5,2,4,4,2
oey6cw,3.66,CHE,5,1,5,5,3
ilf0pj,2.79,MSE,2,2,4,1,4
rki6gp,3.22,CS,2,2,4,1,2
xtz7tv,3.37,ECE,1,1,2,3,1
wgm9ri,3.48,CPE,5,2,4,5,2
coe2it,3.27,CPE,2,4,2,2,4
ssx7ji,3.05,CS,3,5,5,4,5
vvs5pj,2.87,CHE,3,3,5,3,0
amt0qw,3.23,ECE,5,2,2,5,0
irs6td,2.77,MAE,2,2,1,2,5
cyo1fj,2.03,ECE,1,3,5,3,0
yje4ci,3.37,ECE,1,2,1,1,2
yki4vs,3.56,CPE,1,3,5,4,0
oct8tf,2.25,CS,3,1,5,5,4
cti1lv,2.8,CS,2,4,3,2,4
xbg9pm,3.45,MSE,2,4,4,1,2
kyo8az,4,ECE,3,5,4,3,5
rki5ro,3.21,MSE,1,2,1,4,1
ori7dm,2.91,CS,1,5,4,3,2
pqk3bo,3.13,SYS,5,1,1,3,0
mhh2ac,3.75,CS,4,4,5,2,2
fex9ry,2.94,CPE,2,1,3,1,4
ktc2au,2.88,ECE,2,1,3,5,2
psl3tf,3.01,CS,2,2,5,2,2
rzj6vy,2.82,ECE,4,1,2,4,1
qix9gt,3.25,ECE,5,4,2,3,4
wtq2bt,3.85,CS,4,5,4,4,3
soc3aa,3.33,CPE,1,4,1,2,3
afd4ny,3.1,CS,1,2,3,2,4
jkc3ay,3.08,CS,2,4,4,5,3
lhm3zh,2.57,MAE,3,3,5,3,0
gez3vn,3.55,CS,2,5,3,2,3
xry4ss,3.17,CS,3,3,1,4,0
spy8ub,3.13,CHE,4,3,1,5,4
vkd8mj,4,MSE,1,2,2,4,3
dxn6is,3.32,CHE,3,1,4,3,3
afr9be,2.9,MAE,4,3,5,5,5
hhi8cd,3.03,ECE,1,4,3,5,0
afh1in,3.66,ECE,3,1,1,5,0
qmz9aj,3.25,ECE,2,4,3,1,2
ldb3kx,2.62,MAE,2,4,5,5,1
gvb3cd,3.57,CS,2,1,3,4,3
vye5gf,2.93,MAE,4,1,4,4,5
wxe4st,3.95,CS,2,4,2,3,1
nzf5bh,3.63,ECE,5,2,3,2,5
ldm2pd,3.02,CS,1,5,2,2,1
pex1xk,3.71,ECE,4,5,5,1,3
wif0nh,3.23,SYS,2,2,2,5,5
cpp6ik,3.54,CS,1,1,3,1,0
aau7hr,3.39,ECE,3,4,3,3,2
vsr2ed,2.86,CHE,2,5,1,3,5
rfj6vo,2.94,CS,1,4,3,2,4
cuq5he,3.61,MAE,5,2,2,3,3
jjq3zz,3.07,CS,3,4,1,5,3
xvh7eb,3.04,MAE,5,2,3,4,4
rvh0kw,2.82,SYS,1,1,3,3,1
lzp4as,3.37,MAE,5,2,5,1,2
rha8ee,4,MAE,1,2,1,5,1
dtl1wt,2.77,CS,1,5,5,3,4
lpk6xo,3.21,ECE,5,4,5,3,4
tld7lf,3.76,CS,1,5,5,5,2
kgn7ze,3.17,CS,2,3,4,3,4
cvd1if,3.38,MAE,1,2,5,4,4
jpd7tn,2.78,CS,4,3,2,2,5
prg1yo,3.37,ECE,1,5,3,5,2
osh2oh,3.13,CHE,4,4,4,1,3
oog4ew,3.59,CS,1,5,5,3,1
bad4xj,3.67,SYS,1,4,3,2,3
cyy7ja,4,SYS,5,4,1,1,3
mle7gl,3.43,CPE,2,1,1,1,5
ouo5ww,3.33,CS,2,2,3,4,1
fdt7dx,3.28,CS,3,5,2,2,3
iqk9km,3.06,CS,5,4,3,5,2
shf3jv,3.34,CS,5,5,3,2,1
kxb0jf,3.08,CPE,2,5,4,2,0
wwv0ry,3.27,CS,5,4,1,1,5
awy8lh,3.73,CS,2,3,1,4,3
ztb3vp,2.8,ECE,5,2,5,4,4
ctt4is,3.66,CPE,1,2,3,2,1
gql0ws,3.73,CHE,2,1,3,2,0
cjq4xc,3.15,CS,2,1,2,3,4
txa5hs,2.35,ECE,4,1,1,1,0
azd3xd,2.96,ECE,5,2,2,5,3
xlk8mr,3.72,CHE,5,3,4,5,4
jir1ya,3.19,CS,2,2,5,4,3
ajg2cw,2.8,CS,1,2,2,1,4
wds2au,3,ECE,1,2,1,4,1
emv6gp,3.54,ECE,1,2,4,5,2
lbh8it,3.42,CS,5,3,3,2,2
egi0co,3.1,CS,4,1,4,1,0
bxa3ny,3.05,ECE,2,5,2,1,5
vph2dz,3.04,CS,3,1,1,3,4
fqi7al,2.83,CPE,4,1,2,2,3
gwd6iu,3.85,CHE,3,5,3,2,5
xxo8xj,3.07,CS,4,2,3,4,1
qkj5hs,3.69,MSE,1,3,1,1,1
xhn8sg,3.81,SYS,5,3,5,4,1
iap2uw,3.6,CPE,3,1,4,2,2
ccs6qw,3.03,CHE,4,5,4,3,3
uhl1px,3.36,CHE,5,4,3,1,1
llq4li,3.19,CHE,3,2,2,2,1
csz3ga,2.84,ECE,2,1,2,3,0
mwj8fj,3.33,MAE,4,3,5,5,4
wsb5qq,2.73,ECE,2,5,2,2,4
ioi4ei,3.68,CPE,1,5,4,5,4
vys3hm,3.01,CHE,2,1,2,4,5
ltt4mw,3.28,CS,2,4,5,5,0
bqs3lc,3.31,ECE,4,3,4,2,2
fkt2cy,3.1,CS,1,1,2,5,5
umf1qh,3.43,ECE,2,4,4,1,0
rho8oo,3.01,CS,5,5,3,2,1
lcr1xj,3.55,ECE,3,2,3,3,3
fcq5au,2.66,ECE,2,3,3,5,5
hwg4rn,3.25,CPE,1,3,2,1,5
wsv5nl,3.98,CHE,2,4,5,4,1
tpb6bv,2.8,ECE,3,1,4,4,1
atg9lh,2.93,CS,1,5,1,5,3
lko3kc,3.41,ECE,4,4,3,4,4
kvr2wv,3.27,SYS,1,2,3,3,5
xfr3gc,3.34,CS,4,2,1,2,0
zuq1td,3.4,CHE,1,2,1,1,2
rzh6nj,3.45,CS,3,4,2,5,1
xhd1lw,3.64,CS,3,5,4,4,1
duh5so,3.36,CS,1,3,3,2,2
ngm8ea,3.1,CS,2,1,5,3,0
ylz8uv,3.47,CS,3,3,2,4,1
hui5xz,3.96,CS,4,5,2,4,2
ffq5sn,3.15,SYS,4,3,5,1,1
kgu7ix,2.81,CPE,5,4,5,3,4
vpo1jq,3.64,CS,4,2,5,3,4
dtd9zw,3.15,CS,5,5,1,5,1
goc2iv,2.33,CS,1,5,3,1,1
mpq4tm,3.54,CPE,1,3,1,5,4
eln1tw,2.99,CS,1,4,3,1,1
euv9uy,3.16,CS,2,3,1,3,0
ycp7ic,3.33,CS,2,3,4,1,0
vpt3zs,3.28,CS,5,5,3,1,3
bdv3mm,3.48,ECE,4,3,2,1,0
gvx0ty,3.03,CS,4,2,3,2,5
xvm8cu,3.41,CPE,1,3,3,2,5
xwg0nk,3.1,CPE,3,2,3,3,5
wwj2lo,3.5,CS,2,5,4,1,1
rvi0bb,3.45,SYS,2,4,1,3,1
kjs1yp,2.83,CS,1,2,2,2,2
owa8vi,3.63,CPE,2,4,1,1,5
nrg1xs,2.99,CS,1,4,1,5,5
peq0lb,3.52,CHE,5,2,5,2,0
zqr4mb,3.35,CS,4,5,4,2,4
uzx7cg,3.94,CHE,3,1,5,2,4
gkg9ee,3.11,MAE,4,4,4,1,3
knx0oi,3.06,CS,4,4,1,4,2
lsn8nu,3.19,CS,5,5,1,5,4
xwj2xj,3.08,CHE,2,5,4,5,3
mpb5ha,3.52,CPE,3,3,1,3,0
xci1wz,2.55,CS,2,5,1,1,2
bsj3ra,2.78,CHE,4,4,2,2,2
vst1ki,2.77,CS,1,2,5,4,5
mmz4mc,3.58,CPE,4,1,5,1,1
pmn4ql,3.88,ECE,2,3,5,1,5
tbz5ps,3.16,MAE,4,2,3,4,0
gag5jz,3.13,MSE,1,1,2,2,5
ccl7lk,3.23,CS,5,1,5,1,2
